id,hoa_giap_a,hoa_giap_b,nap_am_a,nap_am_b,hanh_a,hanh_b,quan_he_ngu_hanh,quan_he_dia_chi,cung_chi,nguon,ghi_chu
Bính Thìn|Kỷ Mùi,Bính Thìn,Kỷ Mùi,Sa Trung Thổ,Thiên Thượng Hỏa,Thổ,Hỏa,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Bính Thìn|Canh Thân,Bính Thìn,Canh Thân,Sa Trung Thổ,Thạch Lựu Mộc,Thổ,Mộc,tuong_khac,tam_hop,khong,tinh-toan,
Bính Thìn|Tân Dậu,Bính Thìn,Tân Dậu,Sa Trung Thổ,Thạch Lựu Mộc,Thổ,Mộc,tuong_khac,luc_hop,khong,tinh-toan,
Bính Thìn|Nhâm Tuất,Bính Thìn,Nhâm Tuất,Sa Trung Thổ,Đại Hải Thủy,Thổ,Thủy,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Bính Thìn|Quý Hợi,Bính Thìn,Quý Hợi,Sa Trung Thổ,Đại Hải Thủy,Thổ,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Giáp Tý,Đinh Tỵ,Giáp Tý,Sa Trung Thổ,Hải Trung Kim,Thổ,Kim,tuong_sinh,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Ất Sửu,Đinh Tỵ,Ất Sửu,Sa Trung Thổ,Hải Trung Kim,Thổ,Kim,tuong_sinh,tam_hop,khong,tinh-toan,
Đinh Tỵ|Bính Dần,Đinh Tỵ,Bính Dần,Sa Trung Thổ,Lư Trung Hỏa,Thổ,Hỏa,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Đinh Tỵ|Đinh Mão,Đinh Tỵ,Đinh Mão,Sa Trung Thổ,Lư Trung Hỏa,Thổ,Hỏa,tuong_sinh,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Mậu Thìn,Đinh Tỵ,Mậu Thìn,Sa Trung Thổ,Đại Lâm Mộc,Thổ,Mộc,tuong_khac,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Kỷ Tỵ,Đinh Tỵ,Kỷ Tỵ,Sa Trung Thổ,Đại Lâm Mộc,Thổ,Mộc,tuong_khac,cung_chi,co,tinh-toan,
Đinh Tỵ|Canh Ngọ,Đinh Tỵ,Canh Ngọ,Sa Trung Thổ,Lộ Bàng Thổ,Thổ,Thổ,tuong_hoa,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Tân Mùi,Đinh Tỵ,Tân Mùi,Sa Trung Thổ,Lộ Bàng Thổ,Thổ,Thổ,tuong_hoa,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Nhâm Thân,Đinh Tỵ,Nhâm Thân,Sa Trung Thổ,Kiếm Phong Kim,Thổ,Kim,tuong_sinh,luc_hop,khong,tinh-toan,
Đinh Tỵ|Quý Dậu,Đinh Tỵ,Quý Dậu,Sa Trung Thổ,Kiếm Phong Kim,Thổ,Kim,tuong_sinh,tam_hop,khong,tinh-toan,
Đinh Tỵ|Giáp Tuất,Đinh Tỵ,Giáp Tuất,Sa Trung Thổ,Sơn Đầu Hỏa,Thổ,Hỏa,tuong_sinh,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Ất Hợi,Đinh Tỵ,Ất Hợi,Sa Trung Thổ,Sơn Đầu Hỏa,Thổ,Hỏa,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Đinh Tỵ|Bính Tý,Đinh Tỵ,Bính Tý,Sa Trung Thổ,Giản Hạ Thủy,Thổ,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Đinh Sửu,Đinh Tỵ,Đinh Sửu,Sa Trung Thổ,Giản Hạ Thủy,Thổ,Thủy,tuong_khac,tam_hop,khong,tinh-toan,
Đinh Tỵ|Mậu Dần,Đinh Tỵ,Mậu Dần,Sa Trung Thổ,Thành Đầu Thổ,Thổ,Thổ,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Đinh Tỵ|Kỷ Mão,Đinh Tỵ,Kỷ Mão,Sa Trung Thổ,Thành Đầu Thổ,Thổ,Thổ,tuong_hoa,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Canh Thìn,Đinh Tỵ,Canh Thìn,Sa Trung Thổ,Bạch Lạp Kim,Thổ,Kim,tuong_sinh,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Tân Tỵ,Đinh Tỵ,Tân Tỵ,Sa Trung Thổ,Bạch Lạp Kim,Thổ,Kim,tuong_sinh,cung_chi,co,tinh-toan,
Đinh Tỵ|Nhâm Ngọ,Đinh Tỵ,Nhâm Ngọ,Sa Trung Thổ,Dương Liễu Mộc,Thổ,Mộc,tuong_khac,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Quý Mùi,Đinh Tỵ,Quý Mùi,Sa Trung Thổ,Dương Liễu Mộc,Thổ,Mộc,tuong_khac,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Giáp Thân,Đinh Tỵ,Giáp Thân,Sa Trung Thổ,Tuyền Trung Thủy,Thổ,Thủy,tuong_khac,luc_hop,khong,tinh-toan,
Đinh Tỵ|Ất Dậu,Đinh Tỵ,Ất Dậu,Sa Trung Thổ,Tuyền Trung Thủy,Thổ,Thủy,tuong_khac,tam_hop,khong,tinh-toan,
Đinh Tỵ|Bính Tuất,Đinh Tỵ,Bính Tuất,Sa Trung Thổ,Ốc Thượng Thổ,Thổ,Thổ,tuong_hoa,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Đinh Hợi,Đinh Tỵ,Đinh Hợi,Sa Trung Thổ,Ốc Thượng Thổ,Thổ,Thổ,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Đinh Tỵ|Mậu Tý,Đinh Tỵ,Mậu Tý,Sa Trung Thổ,Tích Lịch Hỏa,Thổ,Hỏa,tuong_sinh,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Kỷ Sửu,Đinh Tỵ,Kỷ Sửu,Sa Trung Thổ,Tích Lịch Hỏa,Thổ,Hỏa,tuong_sinh,tam_hop,khong,tinh-toan,
Đinh Tỵ|Canh Dần,Đinh Tỵ,Canh Dần,Sa Trung Thổ,Tùng Bách Mộc,Thổ,Mộc,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Đinh Tỵ|Tân Mão,Đinh Tỵ,Tân Mão,Sa Trung Thổ,Tùng Bách Mộc,Thổ,Mộc,tuong_khac,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Nhâm Thìn,Đinh Tỵ,Nhâm Thìn,Sa Trung Thổ,Trường Lưu Thủy,Thổ,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Quý Tỵ,Đinh Tỵ,Quý Tỵ,Sa Trung Thổ,Trường Lưu Thủy,Thổ,Thủy,tuong_khac,cung_chi,co,tinh-toan,
Đinh Tỵ|Giáp Ngọ,Đinh Tỵ,Giáp Ngọ,Sa Trung Thổ,Sa Trung Kim,Thổ,Kim,tuong_sinh,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Ất Mùi,Đinh Tỵ,Ất Mùi,Sa Trung Thổ,Sa Trung Kim,Thổ,Kim,tuong_sinh,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Bính Thân,Đinh Tỵ,Bính Thân,Sa Trung Thổ,Sơn Hạ Hỏa,Thổ,Hỏa,tuong_sinh,luc_hop,khong,tinh-toan,
Đinh Tỵ|Đinh Dậu,Đinh Tỵ,Đinh Dậu,Sa Trung Thổ,Sơn Hạ Hỏa,Thổ,Hỏa,tuong_sinh,tam_hop,khong,tinh-toan,
Đinh Tỵ|Mậu Tuất,Đinh Tỵ,Mậu Tuất,Sa Trung Thổ,Bình Địa Mộc,Thổ,Mộc,tuong_khac,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Kỷ Hợi,Đinh Tỵ,Kỷ Hợi,Sa Trung Thổ,Bình Địa Mộc,Thổ,Mộc,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Đinh Tỵ|Canh Tý,Đinh Tỵ,Canh Tý,Sa Trung Thổ,Bích Thượng Thổ,Thổ,Thổ,tuong_hoa,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Tân Sửu,Đinh Tỵ,Tân Sửu,Sa Trung Thổ,Bích Thượng Thổ,Thổ,Thổ,tuong_hoa,tam_hop,khong,tinh-toan,
Đinh Tỵ|Nhâm Dần,Đinh Tỵ,Nhâm Dần,Sa Trung Thổ,Kim Bạc Kim,Thổ,Kim,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Đinh Tỵ|Quý Mão,Đinh Tỵ,Quý Mão,Sa Trung Thổ,Kim Bạc Kim,Thổ,Kim,tuong_sinh,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Giáp Thìn,Đinh Tỵ,Giáp Thìn,Sa Trung Thổ,Phú Đăng Hỏa,Thổ,Hỏa,tuong_sinh,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Ất Tỵ,Đinh Tỵ,Ất Tỵ,Sa Trung Thổ,Phú Đăng Hỏa,Thổ,Hỏa,tuong_sinh,cung_chi,co,tinh-toan,
Đinh Tỵ|Bính Ngọ,Đinh Tỵ,Bính Ngọ,Sa Trung Thổ,Thiên Hà Thủy,Thổ,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Đinh Mùi,Đinh Tỵ,Đinh Mùi,Sa Trung Thổ,Thiên Hà Thủy,Thổ,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Mậu Thân,Đinh Tỵ,Mậu Thân,Sa Trung Thổ,Đại Trạch Thổ,Thổ,Thổ,tuong_hoa,luc_hop,khong,tinh-toan,
Đinh Tỵ|Kỷ Dậu,Đinh Tỵ,Kỷ Dậu,Sa Trung Thổ,Đại Trạch Thổ,Thổ,Thổ,tuong_hoa,tam_hop,khong,tinh-toan,
Đinh Tỵ|Canh Tuất,Đinh Tỵ,Canh Tuất,Sa Trung Thổ,Thoa Xuyến Kim,Thổ,Kim,tuong_sinh,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Tân Hợi,Đinh Tỵ,Tân Hợi,Sa Trung Thổ,Thoa Xuyến Kim,Thổ,Kim,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Đinh Tỵ|Nhâm Tý,Đinh Tỵ,Nhâm Tý,Sa Trung Thổ,Tang Đố Mộc,Thổ,Mộc,tuong_khac,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Quý Sửu,Đinh Tỵ,Quý Sửu,Sa Trung Thổ,Tang Đố Mộc,Thổ,Mộc,tuong_khac,tam_hop,khong,tinh-toan,
Đinh Tỵ|Giáp Dần,Đinh Tỵ,Giáp Dần,Sa Trung Thổ,Đại Khê Thủy,Thổ,Thủy,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Đinh Tỵ|Ất Mão,Đinh Tỵ,Ất Mão,Sa Trung Thổ,Đại Khê Thủy,Thổ,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Bính Thìn,Đinh Tỵ,Bính Thìn,Sa Trung Thổ,Sa Trung Thổ,Thổ,Thổ,tuong_hoa,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Đinh Tỵ,Đinh Tỵ,Đinh Tỵ,Sa Trung Thổ,Sa Trung Thổ,Thổ,Thổ,tuong_hoa,cung_chi,co,tinh-toan,
Đinh Tỵ|Mậu Ngọ,Đinh Tỵ,Mậu Ngọ,Sa Trung Thổ,Thiên Thượng Hỏa,Thổ,Hỏa,tuong_sinh,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Kỷ Mùi,Đinh Tỵ,Kỷ Mùi,Sa Trung Thổ,Thiên Thượng Hỏa,Thổ,Hỏa,tuong_sinh,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Canh Thân,Đinh Tỵ,Canh Thân,Sa Trung Thổ,Thạch Lựu Mộc,Thổ,Mộc,tuong_khac,luc_hop,khong,tinh-toan,
Đinh Tỵ|Tân Dậu,Đinh Tỵ,Tân Dậu,Sa Trung Thổ,Thạch Lựu Mộc,Thổ,Mộc,tuong_khac,tam_hop,khong,tinh-toan,
Đinh Tỵ|Nhâm Tuất,Đinh Tỵ,Nhâm Tuất,Sa Trung Thổ,Đại Hải Thủy,Thổ,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Đinh Tỵ|Quý Hợi,Đinh Tỵ,Quý Hợi,Sa Trung Thổ,Đại Hải Thủy,Thổ,Thủy,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Mậu Ngọ|Giáp Tý,Mậu Ngọ,Giáp Tý,Thiên Thượng Hỏa,Hải Trung Kim,Hỏa,Kim,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Mậu Ngọ|Ất Sửu,Mậu Ngọ,Ất Sửu,Thiên Thượng Hỏa,Hải Trung Kim,Hỏa,Kim,tuong_khac,luc_hai,khong,tinh-toan,
Mậu Ngọ|Bính Dần,Mậu Ngọ,Bính Dần,Thiên Thượng Hỏa,Lư Trung Hỏa,Hỏa,Hỏa,tuong_hoa,tam_hop,khong,tinh-toan,
Mậu Ngọ|Đinh Mão,Mậu Ngọ,Đinh Mão,Thiên Thượng Hỏa,Lư Trung Hỏa,Hỏa,Hỏa,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Mậu Ngọ|Mậu Thìn,Mậu Ngọ,Mậu Thìn,Thiên Thượng Hỏa,Đại Lâm Mộc,Hỏa,Mộc,tuong_sinh,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Kỷ Tỵ,Mậu Ngọ,Kỷ Tỵ,Thiên Thượng Hỏa,Đại Lâm Mộc,Hỏa,Mộc,tuong_sinh,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Canh Ngọ,Mậu Ngọ,Canh Ngọ,Thiên Thượng Hỏa,Lộ Bàng Thổ,Hỏa,Thổ,tuong_sinh,cung_chi,co,tinh-toan,
Mậu Ngọ|Tân Mùi,Mậu Ngọ,Tân Mùi,Thiên Thượng Hỏa,Lộ Bàng Thổ,Hỏa,Thổ,tuong_sinh,luc_hop,khong,tinh-toan,
Mậu Ngọ|Nhâm Thân,Mậu Ngọ,Nhâm Thân,Thiên Thượng Hỏa,Kiếm Phong Kim,Hỏa,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Quý Dậu,Mậu Ngọ,Quý Dậu,Thiên Thượng Hỏa,Kiếm Phong Kim,Hỏa,Kim,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Mậu Ngọ|Giáp Tuất,Mậu Ngọ,Giáp Tuất,Thiên Thượng Hỏa,Sơn Đầu Hỏa,Hỏa,Hỏa,tuong_hoa,tam_hop,khong,tinh-toan,
Mậu Ngọ|Ất Hợi,Mậu Ngọ,Ất Hợi,Thiên Thượng Hỏa,Sơn Đầu Hỏa,Hỏa,Hỏa,tuong_hoa,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Bính Tý,Mậu Ngọ,Bính Tý,Thiên Thượng Hỏa,Giản Hạ Thủy,Hỏa,Thủy,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Mậu Ngọ|Đinh Sửu,Mậu Ngọ,Đinh Sửu,Thiên Thượng Hỏa,Giản Hạ Thủy,Hỏa,Thủy,tuong_khac,luc_hai,khong,tinh-toan,
Mậu Ngọ|Mậu Dần,Mậu Ngọ,Mậu Dần,Thiên Thượng Hỏa,Thành Đầu Thổ,Hỏa,Thổ,tuong_sinh,tam_hop,khong,tinh-toan,
Mậu Ngọ|Kỷ Mão,Mậu Ngọ,Kỷ Mão,Thiên Thượng Hỏa,Thành Đầu Thổ,Hỏa,Thổ,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Mậu Ngọ|Canh Thìn,Mậu Ngọ,Canh Thìn,Thiên Thượng Hỏa,Bạch Lạp Kim,Hỏa,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Tân Tỵ,Mậu Ngọ,Tân Tỵ,Thiên Thượng Hỏa,Bạch Lạp Kim,Hỏa,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Nhâm Ngọ,Mậu Ngọ,Nhâm Ngọ,Thiên Thượng Hỏa,Dương Liễu Mộc,Hỏa,Mộc,tuong_sinh,cung_chi,co,tinh-toan,
Mậu Ngọ|Quý Mùi,Mậu Ngọ,Quý Mùi,Thiên Thượng Hỏa,Dương Liễu Mộc,Hỏa,Mộc,tuong_sinh,luc_hop,khong,tinh-toan,
Mậu Ngọ|Giáp Thân,Mậu Ngọ,Giáp Thân,Thiên Thượng Hỏa,Tuyền Trung Thủy,Hỏa,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Ất Dậu,Mậu Ngọ,Ất Dậu,Thiên Thượng Hỏa,Tuyền Trung Thủy,Hỏa,Thủy,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Mậu Ngọ|Bính Tuất,Mậu Ngọ,Bính Tuất,Thiên Thượng Hỏa,Ốc Thượng Thổ,Hỏa,Thổ,tuong_sinh,tam_hop,khong,tinh-toan,
Mậu Ngọ|Đinh Hợi,Mậu Ngọ,Đinh Hợi,Thiên Thượng Hỏa,Ốc Thượng Thổ,Hỏa,Thổ,tuong_sinh,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Mậu Tý,Mậu Ngọ,Mậu Tý,Thiên Thượng Hỏa,Tích Lịch Hỏa,Hỏa,Hỏa,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Mậu Ngọ|Kỷ Sửu,Mậu Ngọ,Kỷ Sửu,Thiên Thượng Hỏa,Tích Lịch Hỏa,Hỏa,Hỏa,tuong_hoa,luc_hai,khong,tinh-toan,
Mậu Ngọ|Canh Dần,Mậu Ngọ,Canh Dần,Thiên Thượng Hỏa,Tùng Bách Mộc,Hỏa,Mộc,tuong_sinh,tam_hop,khong,tinh-toan,
Mậu Ngọ|Tân Mão,Mậu Ngọ,Tân Mão,Thiên Thượng Hỏa,Tùng Bách Mộc,Hỏa,Mộc,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Mậu Ngọ|Nhâm Thìn,Mậu Ngọ,Nhâm Thìn,Thiên Thượng Hỏa,Trường Lưu Thủy,Hỏa,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Quý Tỵ,Mậu Ngọ,Quý Tỵ,Thiên Thượng Hỏa,Trường Lưu Thủy,Hỏa,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Giáp Ngọ,Mậu Ngọ,Giáp Ngọ,Thiên Thượng Hỏa,Sa Trung Kim,Hỏa,Kim,tuong_khac,cung_chi,co,tinh-toan,
Mậu Ngọ|Ất Mùi,Mậu Ngọ,Ất Mùi,Thiên Thượng Hỏa,Sa Trung Kim,Hỏa,Kim,tuong_khac,luc_hop,khong,tinh-toan,
Mậu Ngọ|Bính Thân,Mậu Ngọ,Bính Thân,Thiên Thượng Hỏa,Sơn Hạ Hỏa,Hỏa,Hỏa,tuong_hoa,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Đinh Dậu,Mậu Ngọ,Đinh Dậu,Thiên Thượng Hỏa,Sơn Hạ Hỏa,Hỏa,Hỏa,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Mậu Ngọ|Mậu Tuất,Mậu Ngọ,Mậu Tuất,Thiên Thượng Hỏa,Bình Địa Mộc,Hỏa,Mộc,tuong_sinh,tam_hop,khong,tinh-toan,
Mậu Ngọ|Kỷ Hợi,Mậu Ngọ,Kỷ Hợi,Thiên Thượng Hỏa,Bình Địa Mộc,Hỏa,Mộc,tuong_sinh,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Canh Tý,Mậu Ngọ,Canh Tý,Thiên Thượng Hỏa,Bích Thượng Thổ,Hỏa,Thổ,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Mậu Ngọ|Tân Sửu,Mậu Ngọ,Tân Sửu,Thiên Thượng Hỏa,Bích Thượng Thổ,Hỏa,Thổ,tuong_sinh,luc_hai,khong,tinh-toan,
Mậu Ngọ|Nhâm Dần,Mậu Ngọ,Nhâm Dần,Thiên Thượng Hỏa,Kim Bạc Kim,Hỏa,Kim,tuong_khac,tam_hop,khong,tinh-toan,
Mậu Ngọ|Quý Mão,Mậu Ngọ,Quý Mão,Thiên Thượng Hỏa,Kim Bạc Kim,Hỏa,Kim,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Mậu Ngọ|Giáp Thìn,Mậu Ngọ,Giáp Thìn,Thiên Thượng Hỏa,Phú Đăng Hỏa,Hỏa,Hỏa,tuong_hoa,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Ất Tỵ,Mậu Ngọ,Ất Tỵ,Thiên Thượng Hỏa,Phú Đăng Hỏa,Hỏa,Hỏa,tuong_hoa,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Bính Ngọ,Mậu Ngọ,Bính Ngọ,Thiên Thượng Hỏa,Thiên Hà Thủy,Hỏa,Thủy,tuong_khac,cung_chi,co,tinh-toan,
Mậu Ngọ|Đinh Mùi,Mậu Ngọ,Đinh Mùi,Thiên Thượng Hỏa,Thiên Hà Thủy,Hỏa,Thủy,tuong_khac,luc_hop,khong,tinh-toan,
Mậu Ngọ|Mậu Thân,Mậu Ngọ,Mậu Thân,Thiên Thượng Hỏa,Đại Trạch Thổ,Hỏa,Thổ,tuong_sinh,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Kỷ Dậu,Mậu Ngọ,Kỷ Dậu,Thiên Thượng Hỏa,Đại Trạch Thổ,Hỏa,Thổ,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Mậu Ngọ|Canh Tuất,Mậu Ngọ,Canh Tuất,Thiên Thượng Hỏa,Thoa Xuyến Kim,Hỏa,Kim,tuong_khac,tam_hop,khong,tinh-toan,
Mậu Ngọ|Tân Hợi,Mậu Ngọ,Tân Hợi,Thiên Thượng Hỏa,Thoa Xuyến Kim,Hỏa,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Nhâm Tý,Mậu Ngọ,Nhâm Tý,Thiên Thượng Hỏa,Tang Đố Mộc,Hỏa,Mộc,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Mậu Ngọ|Quý Sửu,Mậu Ngọ,Quý Sửu,Thiên Thượng Hỏa,Tang Đố Mộc,Hỏa,Mộc,tuong_sinh,luc_hai,khong,tinh-toan,
Mậu Ngọ|Giáp Dần,Mậu Ngọ,Giáp Dần,Thiên Thượng Hỏa,Đại Khê Thủy,Hỏa,Thủy,tuong_khac,tam_hop,khong,tinh-toan,
Mậu Ngọ|Ất Mão,Mậu Ngọ,Ất Mão,Thiên Thượng Hỏa,Đại Khê Thủy,Hỏa,Thủy,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Mậu Ngọ|Bính Thìn,Mậu Ngọ,Bính Thìn,Thiên Thượng Hỏa,Sa Trung Thổ,Hỏa,Thổ,tuong_sinh,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Đinh Tỵ,Mậu Ngọ,Đinh Tỵ,Thiên Thượng Hỏa,Sa Trung Thổ,Hỏa,Thổ,tuong_sinh,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Mậu Ngọ,Mậu Ngọ,Mậu Ngọ,Thiên Thượng Hỏa,Thiên Thượng Hỏa,Hỏa,Hỏa,tuong_hoa,cung_chi,co,tinh-toan,
Mậu Ngọ|Kỷ Mùi,Mậu Ngọ,Kỷ Mùi,Thiên Thượng Hỏa,Thiên Thượng Hỏa,Hỏa,Hỏa,tuong_hoa,luc_hop,khong,tinh-toan,
Mậu Ngọ|Canh Thân,Mậu Ngọ,Canh Thân,Thiên Thượng Hỏa,Thạch Lựu Mộc,Hỏa,Mộc,tuong_sinh,binh_thuong,khong,tinh-toan,
Mậu Ngọ|Tân Dậu,Mậu Ngọ,Tân Dậu,Thiên Thượng Hỏa,Thạch Lựu Mộc,Hỏa,Mộc,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Mậu Ngọ|Nhâm Tuất,Mậu Ngọ,Nhâm Tuất,Thiên Thượng Hỏa,Đại Hải Thủy,Hỏa,Thủy,tuong_khac,tam_hop,khong,tinh-toan,
Mậu Ngọ|Quý Hợi,Mậu Ngọ,Quý Hợi,Thiên Thượng Hỏa,Đại Hải Thủy,Hỏa,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Kỷ Mùi|Giáp Tý,Kỷ Mùi,Giáp Tý,Thiên Thượng Hỏa,Hải Trung Kim,Hỏa,Kim,tuong_khac,luc_hai,khong,tinh-toan,
Kỷ Mùi|Ất Sửu,Kỷ Mùi,Ất Sửu,Thiên Thượng Hỏa,Hải Trung Kim,Hỏa,Kim,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Kỷ Mùi|Bính Dần,Kỷ Mùi,Bính Dần,Thiên Thượng Hỏa,Lư Trung Hỏa,Hỏa,Hỏa,tuong_hoa,binh_thuong,khong,tinh-toan,
Kỷ Mùi|Đinh Mão,Kỷ Mùi,Đinh Mão,Thiên Thượng Hỏa,Lư Trung Hỏa,Hỏa,Hỏa,tuong_hoa,tam_hop,khong,tinh-toan,
Kỷ Mùi|Mậu Thìn,Kỷ Mùi,Mậu Thìn,Thiên Thượng Hỏa,Đại Lâm Mộc,Hỏa,Mộc,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Kỷ Mùi|Kỷ Tỵ,Kỷ Mùi,Kỷ Tỵ,Thiên Thượng Hỏa,Đại Lâm Mộc,Hỏa,Mộc,tuong_sinh,binh_thuong,khong,tinh-toan,
Kỷ Mùi|Canh Ngọ,Kỷ Mùi,Canh Ngọ,Thiên Thượng Hỏa,Lộ Bàng Thổ,Hỏa,Thổ,tuong_sinh,luc_hop,khong,tinh-toan,
Kỷ Mùi|Tân Mùi,Kỷ Mùi,Tân Mùi,Thiên Thượng Hỏa,Lộ Bàng Thổ,Hỏa,Thổ,tuong_sinh,cung_chi,co,tinh-toan,
Kỷ Mùi|Nhâm Thân,Kỷ Mùi,Nhâm Thân,Thiên Thượng Hỏa,Kiếm Phong Kim,Hỏa,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Kỷ Mùi|Quý Dậu,Kỷ Mùi,Quý Dậu,Thiên Thượng Hỏa,Kiếm Phong Kim,Hỏa,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Kỷ Mùi|Giáp Tuất,Kỷ Mùi,Giáp Tuất,Thiên Thượng Hỏa,Sơn Đầu Hỏa,Hỏa,Hỏa,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Kỷ Mùi|Ất Hợi,Kỷ Mùi,Ất Hợi,Thiên Thượng Hỏa,Sơn Đầu Hỏa,Hỏa,Hỏa,tuong_hoa,tam_hop,khong,tinh-toan,
Kỷ Mùi|Bính Tý,Kỷ Mùi,Bính Tý,Thiên Thượng Hỏa,Giản Hạ Thủy,Hỏa,Thủy,tuong_khac,luc_hai,khong,tinh-toan,
Kỷ Mùi|Đinh Sửu,Kỷ Mùi,Đinh Sửu,Thiên Thượng Hỏa,Giản Hạ Thủy,Hỏa,Thủy,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Kỷ Mùi|Mậu Dần,Kỷ Mùi,Mậu Dần,Thiên Thượng Hỏa,Thành Đầu Thổ,Hỏa,Thổ,tuong_sinh,binh_thuong,khong,tinh-toan,
Kỷ Mùi|Kỷ Mão,Kỷ Mùi,Kỷ Mão,Thiên Thượng Hỏa,Thành Đầu Thổ,Hỏa,Thổ,tuong_sinh,tam_hop,khong,tinh-toan,
